id,carat,cut,color,clarity,depth,table,price
613,1.0,2,5,2,63.7,57.0,3977
614,0.43,5,5,3,62.5,56.0,760
615,1.55,5,5,2,61.9,55.0,10937
616,0.3,5,4,3,60.9,57.0,422
617,1.0,1,5,5,65.0,59.0,6115
618,0.28,4,6,6,60.1,59.0,828
619,1.5,4,5,1,62.6,57.0,4096
620,0.44,4,5,6,61.6,58.0,1196
621,0.3,3,6,3,60.6,56.0,526
622,1.11,5,5,2,62.0,57.0,4227
623,1.01,3,5,2,62.3,59.0,4384
624,0.9,5,3,2,62.0,57.0,3578
625,1.0,2,5,4,63.2,59.0,6183
626,0.53,5,2,4,62.1,54.0,1046
627,0.93,2,4,5,63.8,59.0,4503
628,1.51,3,5,3,62.1,55.0,11302
629,1.57,4,4,5,59.9,56.0,14180
630,0.33,5,5,6,61.3,56.0,1040
631,1.14,3,5,4,59.0,60.0,8131
632,1.75,5,1,6,62.0,55.0,11609
633,0.53,5,3,5,61.6,55.0,1678
634,0.7,4,4,1,59.2,61.0,1115
635,0.9,3,4,4,58.5,59.0,4484
636,0.21,4,7,4,58.3,59.0,386
637,1.51,4,6,3,62.6,55.0,11565
638,0.7,3,4,4,62.5,54.0,2562
639,1.05,2,4,2,63.2,54.0,4241
640,0.32,2,5,7,63.8,54.0,977
641,0.92,2,2,3,57.4,65.0,3122
642,2.1,3,1,2,59.1,58.0,12381
643,0.66,5,3,4,61.4,56.0,2178
644,1.0,4,4,3,60.0,60.0,3568
645,0.4,5,2,8,62.8,54.0,1053
646,0.31,5,3,4,62.1,55.0,628
647,0.35,5,4,8,62.0,54.0,1001
648,1.33,3,1,4,63.9,57.0,5913
649,1.01,4,4,4,61.8,59.0,5946
650,0.85,2,4,3,64.2,58.0,2244
651,0.54,4,6,4,59.0,60.0,1687
652,0.4,3,7,3,63.5,55.0,924
653,1.0,4,4,4,61.5,58.0,5967
654,1.0,3,5,3,63.8,56.0,5030
655,0.41,5,5,6,61.7,57.0,1115
656,1.01,1,2,5,64.9,58.0,4263
657,0.72,4,6,3,62.8,52.0,2333
658,0.58,5,4,5,62.2,55.0,1899
659,0.72,2,4,5,58.0,57.8,2958
660,1.07,4,4,2,62.2,58.0,3545
661,1.22,4,7,2,62.0,60.0,6046
662,0.31,4,5,4,61.7,58.0,625
663,1.06,4,4,3,59.6,58.0,4903
664,1.02,3,5,6,62.9,59.0,8940
665,0.71,4,5,2,62.6,59.0,2072
666,1.24,4,7,2,59.1,59.0,5969
667,1.5,4,5,3,60.0,60.0,8400
668,0.3,4,7,2,62.3,58.0,574
669,1.71,3,3,3,60.8,56.0,13169
670,1.03,5,4,5,61.2,57.0,7391
671,1.01,4,3,3,61.2,58.0,4559
672,0.38,5,6,4,61.5,54.0,968
673,1.55,4,7,4,61.5,58.0,16137
674,1.14,4,5,3,61.1,58.0,6448
675,1.51,5,3,5,62.3,57.0,11967
676,0.42,5,5,3,61.6,56.0,886
677,1.1,3,5,4,60.6,58.0,7509
678,1.03,4,5,3,58.6,62.0,5087
679,0.53,5,5,2,62.2,53.0,1078
680,1.0,3,3,2,64.1,54.0,3991
681,0.71,5,3,7,62.0,57.0,2739
682,1.01,5,6,4,62.1,56.0,7355
683,1.2,2,4,5,62.8,59.0,8442
684,1.06,5,5,6,62.1,57.0,9118
685,0.45,1,5,3,57.9,66.0,794
686,0.83,5,6,4,61.3,56.0,4271
687,0.3,3,4,6,60.4,59.0,598
688,0.72,5,6,3,61.0,56.0,2951
689,0.91,3,6,5,61.8,60.0,5530
690,0.55,4,6,4,59.1,62.0,1664
691,0.4,4,4,3,61.7,61.0,864
692,2.12,4,1,2,62.3,61.0,12140
693,1.03,3,5,5,60.2,55.0,6733
694,0.9,1,3,4,64.8,58.0,3538
695,0.92,4,6,2,61.7,59.0,3941
696,0.8,5,5,2,61.8,59.0,3066
697,0.9,2,4,3,63.8,61.0,3774
698,0.36,5,6,4,60.2,56.0,1080
699,0.71,5,4,7,61.4,59.0,3332
700,0.78,2,6,2,64.0,57.0,2379
701,0.59,4,5,3,61.7,60.0,1412
702,0.43,5,5,3,61.4,55.0,745
703,0.98,5,4,2,62.9,57.0,4116
704,0.7,1,5,5,67.8,60.0,2381
705,1.01,4,7,3,59.8,54.0,5147
706,1.0,2,3,6,63.7,52.0,6194
707,0.74,3,7,2,62.2,59.0,2713
708,1.52,3,4,4,61.9,56.0,13161
709,0.35,4,5,4,60.4,59.0,879
710,0.43,5,3,5,62.3,57.0,868
711,1.51,4,3,2,60.7,59.0,5767
712,0.56,5,4,4,62.1,56.0,1580
713,0.81,3,6,2,63.7,57.0,2735
714,1.53,5,5,3,60.3,57.0,11713
715,0.58,3,4,3,63.5,56.0,1393
716,0.73,5,6,2,61.3,54.0,2431
717,1.25,5,4,6,62.2,55.0,10983
718,0.51,3,6,5,61.1,59.0,1839
719,0.72,4,6,3,61.3,58.0,2666
720,0.32,5,6,7,61.7,56.0,1020
721,0.31,4,4,3,62.6,58.0,593
722,0.52,3,6,3,60.8,56.0,1343
723,0.56,5,6,6,60.9,56.0,2696
724,0.3,5,3,3,60.7,56.0,465
725,1.51,5,1,5,61.8,59.0,8678
726,0.3,1,4,7,58.6,66.0,790
727,0.51,5,2,6,61.6,54.0,1274
728,0.51,3,6,6,60.0,58.0,2062
729,0.56,5,4,7,61.7,57.0,1993
730,1.0,2,4,4,63.6,58.0,5002
731,0.57,4,6,4,61.4,58.0,1851
732,2.04,3,1,4,59.9,59.0,12095
733,2.2,4,3,3,61.2,59.0,17265
734,1.59,5,1,3,61.3,57.0,7943
735,0.32,2,7,3,63.8,55.0,550
736,1.12,1,2,2,64.6,57.0,3669
737,0.88,3,2,3,62.5,56.0,2699
738,0.77,5,7,2,60.6,56.0,2973
739,2.67,2,5,2,63.8,58.0,18686
740,0.51,3,7,3,60.9,59.0,1569
741,1.23,1,6,1,67.4,56.0,3692
742,0.4,5,4,8,62.3,55.0,1229
743,0.9,4,3,2,58.3,60.0,3371
744,0.71,5,6,3,62.0,56.0,2329
745,2.08,5,3,2,61.5,57.0,15065
746,0.27,3,5,4,63.3,58.0,470
747,0.3,5,2,3,60.4,59.0,439
748,0.81,5,6,6,62.2,53.7,5373
749,0.51,5,6,3,60.8,57.0,1437
750,0.3,3,6,4,61.9,61.0,658
751,0.35,4,2,3,62.5,58.0,606
752,0.5,3,7,3,60.8,63.0,1436
753,1.5,1,2,1,66.1,57.0,4704
754,1.14,5,5,1,61.7,57.0,3755
755,2.08,4,5,2,62.0,60.0,13437
756,0.54,5,2,2,61.8,54.0,964
757,1.03,1,7,3,65.5,58.0,4441
758,0.3,5,2,4,62.6,56.0,540
759,0.74,5,5,2,61.9,56.0,2623
760,0.34,5,6,4,62.0,56.0,829
761,0.6,5,4,4,61.1,55.0,1930
762,0.43,5,1,5,61.7,58.0,703
763,0.74,4,7,5,62.3,58.0,3461
764,1.5,5,2,3,59.4,60.0,8555
765,0.33,4,6,7,59.7,58.0,984
766,0.7,1,2,5,60.2,66.0,2234
767,0.71,3,5,2,63.2,57.0,2397
768,1.27,5,1,2,62.6,57.0,4693
769,0.32,5,3,3,61.0,56.6,471
770,0.46,2,5,5,61.6,62.2,1168
771,0.41,5,4,7,62.5,53.0,1068
772,0.71,4,6,2,61.1,58.0,2306
773,0.5,2,7,3,63.5,57.0,1169
774,0.3,5,4,4,61.8,54.0,545
775,2.25,5,2,2,60.5,56.0,16575
776,0.46,3,5,4,59.9,55.0,1258
777,1.0,4,1,5,62.8,57.0,4144
778,0.31,5,6,6,61.8,54.0,864
779,0.87,4,5,1,59.1,58.0,2170
780,0.9,4,4,4,60.9,58.0,4183
781,0.56,3,6,4,61.1,57.0,1963
782,0.5,5,7,3,62.7,57.0,1272
783,0.34,5,6,5,62.4,54.0,1060
784,0.79,4,6,2,61.4,58.0,2756
785,0.71,2,6,2,58.8,63.0,2120
786,1.21,4,3,3,62.4,56.0,6566
787,0.42,3,6,3,62.7,57.0,773
788,1.5,3,1,6,62.8,62.0,7840
789,0.71,2,2,5,59.1,63.4,2239
790,1.09,3,3,5,60.2,61.0,5845
791,1.52,5,4,4,61.1,57.0,12840
792,0.73,5,3,4,62.0,54.0,2583
793,0.39,3,5,6,63.3,56.0,944
794,0.3,5,3,7,62.3,57.0,650
795,1.35,4,4,4,61.1,58.0,9580
796,1.11,1,3,2,64.4,58.0,3730
797,0.31,5,3,4,61.7,55.0,507
798,0.75,5,6,5,62.0,55.0,3402
799,0.34,5,3,4,62.2,56.0,689
800,0.9,5,6,6,62.8,54.0,7286
801,0.34,5,5,6,59.1,57.0,1071
802,2.19,3,2,2,60.3,60.0,15907
803,0.5,3,4,3,62.9,59.0,1197
804,0.71,4,6,4,62.4,60.0,2590
805,0.36,4,3,4,60.9,59.0,729
806,1.01,4,3,4,62.9,60.0,4559
807,1.01,2,5,3,61.6,63.0,4816
808,0.32,5,3,6,61.8,55.0,645
809,1.0,3,4,4,60.0,55.0,5385
810,1.09,4,2,2,61.3,55.0,4120
811,1.2,4,3,4,60.6,58.0,6547
812,0.41,5,6,6,62.8,54.0,1243
813,0.3,5,7,4,61.4,54.0,710
814,0.9,4,5,3,62.6,60.0,4103
815,1.51,1,2,1,65.1,57.0,5750
816,1.52,3,3,4,63.3,57.0,10618
817,1.25,4,3,5,62.7,59.0,7328
818,1.05,4,5,3,60.3,60.0,5557
819,0.35,4,3,3,61.3,55.0,647
820,1.51,3,1,3,58.8,59.0,7544
821,0.89,2,5,3,64.3,55.0,3663
822,0.34,5,6,7,61.0,57.0,946
823,1.5,1,2,1,65.1,59.0,5040
824,0.74,5,7,2,61.7,55.0,2810
825,0.53,5,7,4,61.5,56.0,1956
826,0.73,5,7,3,60.2,56.0,2632
827,0.38,4,7,2,62.1,55.0,812
828,0.32,5,1,4,62.3,55.3,413
829,2.06,5,4,2,62.3,56.0,18293
830,1.54,4,4,2,59.4,60.0,7707
831,0.34,3,5,2,60.0,62.0,447
832,0.75,4,5,4,59.6,59.0,2835
833,0.72,5,6,3,61.0,56.0,2976
834,0.4,4,7,3,61.6,58.0,772
835,0.51,3,6,3,60.9,57.0,1357
836,0.52,5,3,4,61.6,55.0,1401
837,0.55,5,6,3,60.1,57.0,1621
838,0.55,4,5,3,60.1,58.0,1374
839,0.7,3,6,7,62.5,56.0,3724
840,1.51,5,2,5,61.6,56.0,10576
841,2.01,5,3,2,62.5,53.9,14998
842,0.32,5,6,4,61.9,56.0,900
843,1.07,5,2,5,62.2,58.0,5103
844,0.73,3,6,3,63.2,58.0,2821
845,0.33,5,4,5,62.9,57.0,854
846,1.61,5,5,4,62.9,56.0,15426
847,0.35,5,5,5,62.8,54.0,754
848,1.26,5,5,4,61.2,57.0,9999
849,1.2,4,1,4,60.3,59.0,4715
850,0.33,5,4,7,61.9,55.0,858
851,1.71,4,3,4,58.8,60.0,12607
852,0.42,5,7,4,61.5,55.0,961
853,0.42,3,7,4,60.7,60.0,910
854,0.33,5,5,6,61.8,54.0,761
855,1.21,5,4,5,61.4,56.0,8985
856,0.46,5,6,4,62.1,57.0,1251
857,0.41,5,4,4,62.5,54.0,1061
858,0.92,3,7,2,63.7,57.0,3707
859,0.67,4,7,2,62.9,56.0,1819
860,1.27,3,2,2,59.7,57.0,5371
861,0.47,3,4,3,62.8,56.0,1133
862,1.12,4,3,3,62.4,56.0,4994
863,0.55,5,3,2,62.2,54.0,1057
864,0.3,5,5,3,62.3,54.0,475
865,0.4,5,6,6,61.6,56.0,988
866,1.8,5,3,5,62.3,56.0,15105
867,0.74,3,7,4,59.8,58.0,3476
868,0.71,5,6,5,62.1,53.0,2963
869,1.01,3,6,2,63.3,58.0,4434
870,0.7,4,4,3,62.0,61.0,2184
871,0.31,5,4,6,62.7,57.0,907
872,0.51,5,3,4,61.6,55.0,1163
873,1.67,3,4,6,61.6,57.0,17028
874,1.3,4,5,5,61.0,59.0,10930
875,0.5,4,6,5,58.8,62.0,1698
876,0.43,5,4,7,62.0,55.0,1207
877,1.5,3,3,3,61.6,57.0,9523
878,0.9,5,2,3,61.6,55.0,3908
879,1.54,5,4,4,62.0,55.6,13110
880,0.33,4,4,6,60.6,58.0,965
881,0.57,5,6,5,61.4,57.0,1965
882,1.05,4,4,2,62.5,60.0,4318
883,0.7,5,2,3,62.5,55.0,2110
884,1.0,3,4,4,62.4,58.0,6449
885,1.55,5,1,5,60.4,57.0,8548
886,0.31,5,7,3,62.5,53.0,684
887,0.31,4,4,6,60.0,62.0,907
888,0.7,2,3,3,63.7,59.0,2218
889,0.26,5,6,6,62.5,55.0,724
890,0.51,5,6,4,61.5,55.0,1662
891,0.74,5,4,4,61.2,56.0,3434
892,1.02,3,3,3,62.9,59.0,4796
893,1.0,4,3,4,62.4,59.0,5404
894,0.41,3,4,7,63.1,57.0,945
895,0.3,5,2,7,61.1,57.0,552
896,0.3,3,7,3,62.3,59.0,552
897,1.51,4,7,3,59.6,58.0,12738
898,1.04,3,5,2,62.4,54.0,4364
899,0.33,5,4,3,61.4,57.0,631
900,0.27,3,7,5,62.2,58.0,413
901,0.31,3,5,3,58.8,59.0,459
902,0.4,2,5,4,62.2,61.0,784
903,1.65,4,4,1,62.0,59.0,6788
904,0.33,4,7,3,60.3,58.0,608
905,0.42,5,5,7,61.3,56.0,1326
906,0.56,5,3,3,61.9,58.0,1343
907,0.51,3,6,2,60.7,56.0,1104
908,1.53,2,6,2,57.1,56.0,7643
909,1.08,3,3,3,61.8,53.0,5375
910,0.71,5,7,3,63.0,55.0,2694
911,0.26,3,6,3,62.0,54.0,384
912,2.01,3,2,3,60.3,59.0,15126
913,0.3,4,3,4,62.9,59.0,608
914,0.7,2,5,4,63.8,60.0,2290
915,0.33,5,5,6,61.4,56.0,810
916,1.7,4,3,3,61.8,61.0,11848
917,1.31,4,4,4,61.3,58.0,9085
918,0.92,2,4,2,63.8,57.0,2677
919,0.53,4,6,4,58.5,61.0,1908
920,1.51,4,5,3,60.9,61.0,11666
921,0.31,5,6,5,61.9,54.4,685
922,1.51,5,3,4,62.2,57.0,11435
923,0.3,5,5,3,62.0,55.1,499
924,1.54,5,3,6,62.6,56.0,12171
925,0.4,3,7,5,62.9,56.0,1123
926,0.54,5,4,7,61.3,56.0,1982
927,1.24,4,4,3,58.9,58.0,6145
928,1.15,3,4,3,61.3,62.0,5538
929,0.9,2,6,3,63.8,56.0,3510
930,0.9,3,5,2,63.4,60.0,3465
931,1.5,3,6,2,60.7,55.0,9900
932,0.34,4,5,5,60.0,59.0,725
933,0.5,4,7,3,61.4,59.0,1363
934,1.28,4,3,3,62.3,58.0,6946
935,0.3,3,6,6,61.1,62.0,622
936,0.23,3,3,8,63.9,55.0,369
937,2.06,4,2,2,62.7,60.0,13198
938,0.8,4,4,2,61.4,56.0,2451
939,0.3,2,3,2,63.9,56.0,473
940,0.35,3,7,2,63.3,55.0,669
941,0.52,5,3,5,61.0,56.0,1699
942,1.4,3,5,2,59.9,60.0,7345
943,0.28,2,5,6,61.2,62.0,596
944,1.28,3,7,2,61.2,58.0,6811
945,1.2,5,4,2,58.9,60.0,5562
946,0.38,4,6,2,61.6,57.0,812
947,1.19,4,1,2,58.4,60.0,4198
948,0.92,5,2,5,62.3,55.0,4587
949,0.3,2,3,3,63.7,57.0,554
950,0.55,4,7,4,61.3,60.0,2030
951,0.4,3,4,6,63.2,55.0,868
952,1.01,5,5,2,60.0,57.0,4796
953,1.21,3,6,3,62.2,60.0,7703
954,0.97,4,5,6,58.1,60.0,6768
955,1.5,4,6,4,60.7,60.0,14386
956,1.02,5,3,1,62.1,56.0,3987
957,1.13,5,4,8,61.7,57.0,10228
958,0.4,5,4,3,60.9,55.0,873
959,0.78,5,7,4,62.9,56.0,3736
960,0.31,5,4,4,61.8,53.0,652
961,0.23,3,6,6,60.8,61.0,505
962,1.03,3,6,4,61.3,61.0,5800
963,0.53,2,5,6,62.5,65.0,2281
964,2.04,4,3,3,62.2,60.0,12341
965,0.53,3,4,4,62.5,56.0,1450
966,0.42,5,5,3,62.0,57.0,773
967,1.32,5,4,4,61.1,57.0,9408
968,0.9,3,6,2,63.4,56.0,3187
969,0.23,3,4,7,60.2,59.0,415
970,1.14,5,6,2,62.6,56.0,5005
971,1.55,4,1,2,62.6,57.0,6890
972,0.51,4,6,6,61.0,61.0,2060
973,2.0,2,2,3,63.9,57.0,12554
974,0.32,4,5,4,61.3,60.0,828
975,0.3,2,4,4,63.5,58.0,456
976,1.18,4,4,6,59.7,58.0,9537
977,0.51,5,7,3,61.9,54.0,1569
978,0.54,5,5,4,61.4,57.0,1786
979,0.63,5,4,2,62.8,56.3,1407
980,0.71,5,4,6,61.5,56.0,3504
981,0.54,4,4,5,61.6,58.0,1760
982,0.91,4,4,3,62.5,56.0,3262
983,1.13,4,4,6,61.4,58.0,8019
984,0.76,5,6,3,62.7,54.0,2858
985,2.32,5,1,5,62.5,54.5,17891
986,0.4,3,7,6,62.2,54.0,1263
987,0.3,4,4,7,61.8,59.0,789
988,0.94,4,7,5,62.3,58.0,5980
989,1.07,4,5,2,61.8,59.0,4560
990,0.9,4,3,7,62.3,59.0,4890
991,0.52,3,4,3,61.7,57.0,1311
992,0.7,3,6,3,60.3,60.0,2312
993,1.04,5,6,2,61.9,57.0,5125
994,1.14,5,5,7,62.2,56.0,11844
995,0.51,3,4,6,63.1,58.0,1974
996,0.31,4,6,7,58.9,59.0,969
997,1.24,4,1,3,61.8,58.0,4687
998,1.12,5,4,5,61.5,55.0,7970
999,2.44,3,1,4,60.1,59.0,16533
1000,0.84,1,7,2,64.5,60.0,2167
1001,0.73,5,2,5,61.5,55.0,2908
1002,1.94,3,2,2,63.1,59.0,9344
1003,1.6,5,3,5,61.4,57.0,12566
1004,0.31,3,4,3,61.5,59.0,462
1005,0.71,5,5,3,60.9,55.0,2669
1006,0.75,4,7,3,59.2,58.0,3024
1007,0.55,5,5,4,61.4,56.0,1715
1008,1.31,4,4,5,61.5,59.0,9891
1009,0.36,3,2,5,60.9,61.0,568
1010,1.05,4,5,3,61.8,56.0,5557
1011,0.72,5,6,3,60.9,57.0,2416
1012,1.52,3,4,4,62.1,58.0,12840
1013,0.5,3,6,4,62.9,59.0,1624
1014,0.77,5,7,3,62.3,56.0,3158
1015,0.55,5,3,7,61.6,55.0,2303
1016,0.34,5,3,4,61.7,57.0,537
1017,1.06,3,5,4,62.2,57.0,6823
1018,0.36,5,4,4,62.3,54.0,579
1019,1.01,3,6,3,63.0,57.0,5627
1020,1.28,2,4,2,63.6,57.0,4679
1021,0.44,4,5,6,61.6,58.0,1253
1022,1.11,4,2,2,61.8,58.0,4196
1023,1.0,1,6,3,66.3,62.0,4140
1024,0.7,5,7,4,62.4,57.0,2867
1025,0.3,5,3,5,62.9,57.0,675
1026,1.5,5,4,6,61.3,56.0,17176
1027,0.3,5,1,5,59.7,57.0,506
1028,0.51,5,6,4,62.2,57.0,1781
1029,0.31,5,7,3,62.4,53.0,571
1030,0.79,5,6,3,61.9,55.0,3256
1031,0.6,3,6,5,60.9,58.0,2112
1032,0.78,2,6,3,57.9,62.0,2723
1033,1.05,5,4,2,62.7,57.0,5127
1034,0.95,3,6,2,58.7,63.0,3590
1035,1.1,5,5,4,61.4,56.0,7589
1036,0.59,5,2,3,61.7,55.0,1352
1037,0.32,5,6,4,62.1,56.0,900
1038,0.36,4,5,3,61.1,59.0,600
1039,1.45,4,4,5,60.5,60.0,8740
1040,0.76,5,5,2,60.3,60.0,2624
1041,0.26,4,6,7,61.8,58.0,769
1042,0.51,4,5,2,58.1,59.0,1052
1043,1.0,5,4,3,62.7,56.0,4737
1044,1.01,2,4,2,59.2,65.0,4047
1045,0.4,5,5,3,62.9,57.0,945
1046,0.3,3,1,5,62.7,59.0,394
1047,0.3,5,6,4,62.2,56.0,844
1048,1.18,5,3,2,61.2,57.0,5182
1049,0.7,5,7,5,62.5,57.0,3287
1050,1.01,3,5,6,62.5,63.0,7715
1051,1.01,1,4,4,64.4,58.0,4887
1052,0.36,5,3,7,61.8,56.0,794
1053,0.31,5,5,7,61.4,56.0,840
1054,1.08,5,5,6,62.1,55.0,10052
1055,0.7,3,2,4,60.7,59.0,2025
1056,0.7,4,6,3,62.9,58.0,2333
1057,0.71,3,7,4,62.5,60.0,2745
1058,0.25,3,6,7,59.7,58.0,575
1059,1.06,4,6,4,62.3,58.0,6716
1060,0.93,3,4,3,61.5,57.0,4111
1061,0.82,3,2,7,62.8,58.0,3443
1062,0.43,3,4,6,61.7,56.0,976
1063,1.06,4,3,5,62.1,60.0,5247
1064,1.04,4,4,4,60.0,58.0,6122
1065,1.2,5,7,4,62.3,56.0,9912
1066,0.42,4,4,4,60.1,61.0,1087
1067,1.01,3,3,4,63.2,58.0,5260
1068,0.7,3,6,3,63.3,58.0,1926
1069,0.7,5,3,3,61.2,56.0,2184
1070,0.3,3,3,7,62.6,56.0,638
1071,1.03,4,3,4,60.9,58.0,5364
1072,0.38,5,5,4,62.4,54.0,969
1073,1.0,4,5,2,62.8,57.0,4155
1074,0.4,4,7,2,62.2,58.0,855
1075,0.73,4,5,4,62.3,60.0,2683
1076,1.01,5,5,3,62.3,55.0,5140
1077,0.43,3,6,7,60.3,58.0,1433
1078,1.23,5,1,5,62.2,55.0,6100
1079,0.23,5,4,7,61.5,57.0,536
1080,0.85,5,6,3,60.7,57.0,4181
1081,1.75,4,6,3,60.3,61.0,15394
1082,1.09,5,4,6,62.0,54.8,8149
1083,0.38,4,2,5,61.3,60.0,700
1084,1.5,4,4,2,58.3,61.0,6720
1085,0.77,4,3,5,61.3,60.0,2789
1086,0.37,4,1,4,61.1,60.0,583
1087,0.26,5,4,4,62.3,54.0,397
1088,1.02,4,5,2,61.0,58.0,4043
1089,1.83,4,2,4,60.5,60.0,10043
1090,0.35,5,4,2,61.2,56.0,517
1091,1.02,4,7,4,62.5,58.0,7643
1092,0.4,2,5,3,63.1,58.0,687
1093,1.04,5,7,8,61.8,57.0,14626
1094,1.01,4,7,2,60.9,62.0,4672
1095,0.31,5,1,3,62.4,53.0,379
1096,1.22,4,2,3,62.1,59.0,5368
1097,0.41,5,6,3,62.9,57.0,969
1098,0.39,3,4,3,58.9,61.0,703
1099,0.24,5,3,4,61.1,56.0,391
1100,0.32,5,5,7,61.8,55.0,990
1101,0.9,3,7,2,60.3,63.0,3473
1102,1.01,1,5,4,64.8,56.0,4791
1103,0.7,5,4,3,62.4,56.0,2478
1104,0.9,3,3,6,59.7,62.0,4842
1105,0.54,5,4,5,60.6,56.0,1957
1106,1.04,3,3,4,63.2,58.0,4911
1107,0.42,4,5,6,59.6,59.0,1142
1108,0.7,5,4,3,61.2,57.0,2074
1109,1.62,3,3,4,62.6,58.0,10912
1110,0.4,2,3,3,60.2,63.0,681
1111,0.7,4,5,6,62.6,59.0,3105
1112,1.0,3,2,5,60.8,59.0,5557
1113,1.51,2,6,1,57.5,59.0,5601
1114,0.3,4,5,3,60.9,58.0,603
1115,0.3,5,4,4,61.6,58.0,545
1116,1.07,5,6,2,62.4,60.0,5280
1117,0.81,5,5,4,61.8,55.0,3624
1118,0.72,5,3,2,61.5,56.0,2131
1119,0.7,4,5,4,62.0,56.0,2573
1120,0.31,3,5,8,61.2,55.0,914
1121,0.53,5,7,4,61.8,57.0,1694
1122,0.93,4,6,2,62.9,57.0,3984
1123,2.03,3,5,2,59.8,56.0,15811
1124,0.6,5,4,4,62.1,57.0,1625
1125,0.77,3,2,4,62.4,63.0,2162
1126,0.9,3,3,3,63.0,58.0,3643
1127,1.02,5,3,2,61.8,55.0,4207
1128,0.9,4,2,8,62.6,59.0,4516
1129,2.16,5,3,3,61.9,57.0,17820
1130,1.5,5,6,4,63.4,54.0,14618
1131,0.41,5,6,5,61.7,55.0,1153
1132,0.3,3,7,2,63.0,55.0,447
1133,2.26,2,2,2,56.9,60.0,16241
1134,0.51,4,6,5,61.3,58.0,1831
1135,1.01,3,5,6,61.1,58.0,9065
1136,1.02,4,4,6,62.2,60.0,7602
1137,0.7,3,6,5,62.0,60.0,3109
1138,0.31,4,7,7,61.2,59.0,1075
1139,1.21,4,7,2,62.5,57.0,6505
1140,0.24,3,3,6,61.9,57.0,449
1141,0.91,4,6,5,60.6,58.0,5101
1142,0.54,5,4,3,61.9,55.0,1736
1143,0.54,5,3,3,62.2,56.0,1240
1144,0.52,4,5,4,60.0,57.0,1651
1145,0.35,5,7,3,61.6,57.0,827
1146,1.55,4,2,4,61.3,58.0,7656
1147,0.54,5,5,7,61.6,55.0,2951
1148,0.46,1,4,5,58.0,66.0,1035
1149,0.27,5,5,6,62.7,55.0,760
1150,0.25,5,6,4,62.1,57.0,535
1151,1.3,5,4,5,62.4,56.0,6928
1152,0.33,5,6,8,61.9,57.0,1207
1153,0.31,5,5,8,61.2,56.0,914
1154,0.62,5,7,7,62.2,54.0,3968
1155,0.31,4,4,7,62.2,59.0,816
1156,0.26,2,6,7,57.9,60.0,554
1157,2.0,3,6,3,60.5,59.0,18709
1158,0.3,4,4,7,60.7,59.0,1013
1159,0.31,5,4,4,62.2,53.0,562
1160,0.36,2,2,3,63.1,57.0,486
1161,0.7,3,5,4,62.9,56.0,2400
1162,0.91,2,5,3,58.0,57.0,4067
1163,0.71,4,3,2,60.5,60.0,2224
1164,2.01,1,1,4,64.9,60.0,13744
1165,2.01,4,5,3,63.0,59.0,15134
1166,0.92,3,7,2,63.3,59.0,3823
1167,0.6,3,4,8,61.6,56.0,2800
1168,0.33,5,2,8,61.4,56.0,891
1169,0.31,5,5,6,61.9,56.0,759
1170,0.24,4,3,7,61.2,58.0,554
1171,0.63,5,5,3,62.6,56.0,1698
1172,1.26,1,4,2,53.2,61.0,4966
1173,0.44,5,3,2,62.3,54.0,654
1174,2.31,4,2,2,58.8,58.0,17000
1175,0.91,3,4,3,63.1,63.0,3445
1176,0.34,5,7,5,62.6,56.0,961
1177,0.41,4,5,2,60.8,58.0,830
1178,0.56,5,4,4,61.2,56.0,1698
1179,0.43,4,4,7,62.0,59.0,1207
1180,0.34,5,7,3,60.9,56.0,596
1181,0.75,1,7,3,65.1,57.0,2376
1182,0.51,3,4,4,61.2,55.0,1397
1183,1.56,5,4,3,61.2,56.0,11628
1184,0.95,2,2,2,63.8,57.0,2905
1185,0.71,5,6,4,60.1,59.0,3145
1186,0.5,5,7,3,61.7,56.0,1623
1187,0.5,5,4,5,62.0,54.0,1569
1188,0.32,5,6,4,62.6,53.0,702
1189,0.92,5,1,3,61.7,57.0,3181
1190,0.7,3,7,3,62.1,56.0,2686
1191,0.92,5,3,3,61.6,56.0,4587
1192,0.51,1,7,3,65.2,55.0,1304
1193,0.7,3,2,3,63.8,56.0,1973
1194,0.28,3,7,5,62.2,61.0,452
1195,0.81,3,3,5,62.5,57.0,3404
1196,1.03,5,5,2,61.8,56.0,4454
1197,0.91,5,5,2,60.3,57.0,3763
1198,0.7,5,2,6,62.5,54.0,2276
1199,0.3,5,4,4,61.3,56.0,526
1200,0.52,5,6,5,61.8,55.0,1844
1201,0.7,3,4,4,59.0,60.0,2437
1202,0.96,3,7,2,60.2,63.0,3480
1203,1.5,4,3,4,60.6,61.0,10668
1204,0.35,5,1,5,62.6,53.7,483
1205,0.71,5,4,4,61.8,56.0,3299
1206,0.26,3,4,5,62.1,56.0,418
1207,0.44,5,3,3,61.9,57.0,733
1208,1.13,4,6,2,60.4,59.0,5220
1209,0.92,3,3,5,59.7,63.0,4721
1210,1.11,3,4,4,62.2,57.0,6953
1211,1.0,3,5,3,58.1,63.0,4586
1212,1.51,5,4,3,61.6,57.0,11917
1213,0.4,5,1,5,62.6,55.0,810
1214,0.56,3,2,3,61.8,56.0,1175
1215,0.65,3,2,8,61.0,55.0,2332
1216,0.72,3,2,5,64.0,56.0,2048
